protocol_type,service,flag,land,logged_in,is_host_login,is_guest_login,duration,src_bytes,dst_bytes,wrong_fragment,urgent,hot,num_failed_logins,num_compromised,root_shell,su_attempted,num_root,num_file_creations,num_shells,num_access_files,num_outbound_cmds,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,Label
tcp,ftp_data,SF,0,0,0,0,0,0,467968,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,R2L
tcp,ftp_data,SF,0,1,0,0,0,334,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6,25,1.0,0.0,1.0,0.12,0.0,0.0,0.0,0.0,R2L
icmp,eco_i,SF,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2,51,1.0,0.0,1.0,0.51,0.0,0.0,0.0,0.0,Probe
tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330,1,0.03,0.0,0.95,1.0,0.0,1.0,0.0,255,1,0.0,1.0,0.0,0.0,0.04,0.0,0.96,1.0,Probe
tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285,1,0.11,0.0,0.88,1.0,0.0,1.0,0.0,255,1,0.0,1.0,0.0,0.0,0.11,0.0,0.88,1.0,Probe
tcp,ftp_data,SF,0,1,0,0,0,334,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4,10,1.0,0.0,1.0,0.2,0.0,0.0,0.0,0.0,R2L
tcp,ftp_data,SF,0,1,0,0,0,334,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6,40,1.0,0.0,1.0,0.15,0.0,0.03,0.0,0.0,R2L
tcp,other,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,1,0.12,0.0,0.86,1.0,0.0,1.0,0.0,255,1,0.0,1.0,0.0,0.0,0.13,0.0,0.87,1.0,Probe
tcp,private,RSTR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,130,1,0.01,0.63,0.63,0.0,0.05,0.0,0.62,1.0,Probe
tcp,private,RSTOS0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,2,0.71,0.5,0.29,0.5,0.01,0.37,0.0,255,2,0.01,0.21,0.56,0.0,0.4,0.5,0.16,0.5,Probe
tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,255,1,0.0,0.56,0.54,0.0,0.0,0.0,0.54,1.0,Probe
tcp,private,RSTR,0,0,0,0,37007,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,1.0,1.0,1.0,0.0,0.0,255,2,0.01,0.5,1.0,0.0,0.0,0.0,1.0,1.0,Probe
icmp,eco_i,SF,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,197,1.0,0.0,1.0,0.25,0.0,0.0,0.0,0.0,Probe
icmp,eco_i,SF,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2,104,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,Probe
icmp,eco_i,SF,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,45,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,75,1.0,0.0,1.0,0.51,0.0,0.0,0.0,0.0,Probe
icmp,eco_i,SF,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,40,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2,152,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,Probe
icmp,eco_i,SF,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2,154,1.0,0.0,1.0,0.25,0.0,0.0,0.0,0.0,Probe
icmp,eco_i,SF,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,28,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,217,1.0,0.0,1.0,0.25,0.0,0.0,0.0,0.0,Probe
tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,1,0.01,0.0,0.95,1.0,0.01,1.0,0.0,253,1,0.0,0.53,0.0,0.0,0.0,0.0,0.49,1.0,Probe
tcp,other,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,1,0.14,0.0,0.86,1.0,0.0,1.0,0.0,255,1,0.0,1.0,0.0,0.0,0.07,0.0,0.93,1.0,Probe
icmp,eco_i,SF,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,57,1.0,0.0,1.0,0.51,0.0,0.0,0.0,0.0,Probe
tcp,other,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,453,1,0.08,0.0,0.9,1.0,0.0,1.0,0.0,255,1,0.0,1.0,0.0,0.0,0.08,0.0,0.91,1.0,Probe
icmp,eco_i,SF,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,37,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2,129,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,Probe
tcp,private,RSTR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,255,1,0.0,0.61,0.61,0.0,0.0,0.0,0.61,1.0,Probe
icmp,eco_i,SF,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4,208,1.0,0.0,1.0,0.25,0.0,0.0,0.0,0.0,Probe
tcp,nntp,RSTR,0,0,0,0,40142,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,1.0,1.0,1.0,0.0,0.0,255,2,0.01,0.47,0.93,0.0,0.0,0.0,0.93,1.0,Probe
tcp,private,RSTR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,147,1,0.01,0.67,0.67,0.0,0.04,0.0,0.64,1.0,Probe
tcp,ftp_data,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1,63,1.0,0.0,1.0,0.05,0.0,0.0,1.0,0.03,Probe
udp,private,SF,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2,0.0,0.0,0.0,0.0,0.12,0.24,0.0,255,46,0.18,0.29,1.0,0.0,0.0,0.0,0.0,0.0,Probe
tcp,private,RSTR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,255,1,0.0,0.42,0.42,0.0,0.0,0.0,0.42,1.0,Probe
tcp,other,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313,1,0.1,0.0,0.89,1.0,0.0,1.0,0.0,255,1,0.0,1.0,0.0,0.0,0.09,0.0,0.9,1.0,Probe
icmp,eco_i,SF,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,69,1.0,0.0,1.0,0.51,0.0,0.0,0.0,0.0,Probe
icmp,eco_i,SF,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,41,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,25,1.0,0.0,1.0,0.56,0.0,0.0,0.0,0.0,Probe
udp,private,SF,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,5,0.02,0.41,0.78,0.0,0.0,0.0,0.22,0.0,Probe
udp,private,SF,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,0.0,0.0,0.0,0.0,0.64,0.18,0.0,255,7,0.03,0.42,0.7,0.0,0.03,0.0,0.27,0.0,Probe
tcp,efs,RSTR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,255,1,0.0,0.75,1.0,0.0,0.0,0.0,1.0,1.0,Probe
tcp,uucp,RSTR,0,0,0,0,30418,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,1.0,1.0,1.0,0.0,0.0,255,2,0.01,0.68,1.0,0.0,0.0,0.0,1.0,1.0,Probe
tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,471,1,0.06,0.0,0.93,1.0,0.0,1.0,0.0,255,1,0.0,1.0,0.0,0.0,0.1,0.0,0.9,1.0,Probe
tcp,other,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,1,0.33,0.0,0.67,1.0,0.0,1.0,0.0,255,1,0.0,1.0,0.0,0.0,0.24,0.0,0.76,1.0,Probe
tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,1,0.11,0.0,0.89,1.0,0.0,1.0,0.0,255,1,0.0,1.0,0.0,0.0,0.1,0.0,0.89,1.0,Probe
tcp,other,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,1,0.09,0.0,0.89,1.0,0.0,1.0,0.0,255,1,0.0,1.0,0.0,0.0,0.09,0.0,0.86,1.0,Probe
icmp,eco_i,SF,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,37,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,Probe
icmp,eco_i,SF,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Probe
icmp,eco_i,SF,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,189,1.0,0.0,1.0,0.25,0.0,0.0,0.0,0.0,Probe
tcp,private,SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1.0,0.0,0.0,1.0,0.0,0.0,141,1,0.01,0.93,0.94,0.0,0.94,1.0,0.0,0.0,Probe
icmp,eco_i,SF,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,110,1.0,0.0,1.0,0.25,0.0,0.0,0.0,0.0,Probe
icmp,eco_i,SF,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,40,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2,70,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,Probe
tcp,ftp_data,SF,0,1,0,0,12,7045,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,27,1.0,0.0,1.0,0.19,0.0,0.0,0.0,0.0,R2L
tcp,gopher,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510,1,0.13,0.0,0.87,1.0,0.0,1.0,0.0,255,1,0.0,1.0,0.0,0.0,0.07,0.0,0.93,1.0,Probe
tcp,private,REJ,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,1,0.04,0.0,0.94,1.0,0.0,1.0,0.0,255,1,0.0,0.94,0.0,0.0,0.04,0.0,0.87,1.0,Probe
udp,private,SF,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0.0,0.0,0.0,0.0,0.07,0.67,0.0,255,1,0.0,0.06,0.09,0.0,0.0,0.0,0.78,0.0,Probe
tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.0,0.0,1.0,1.0,0.5,1.0,0.0,255,1,0.0,0.51,0.49,0.0,0.0,0.0,0.5,1.0,Probe
icmp,eco_i,SF,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,213,1.0,0.0,1.0,0.25,0.0,0.0,0.0,0.0,Probe
tcp,ftp_data,SF,0,1,0,0,0,334,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4,4,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,R2L
tcp,private,SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1.0,0.0,0.0,1.0,0.0,0.0,225,1,0.0,0.96,0.96,0.0,0.96,1.0,0.0,0.0,Probe
tcp,other,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,375,1,0.09,0.0,0.9,1.0,0.0,1.0,0.0,255,1,0.0,1.0,0.0,0.0,0.11,0.0,0.89,1.0,Probe
tcp,private,RSTR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,255,1,0.0,0.34,0.67,0.0,0.0,0.0,0.67,1.0,Probe
icmp,eco_i,SF,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2,206,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,Probe
tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1.0,0.0,0.0,1.0,0.0,0.0,255,1,0.0,1.0,1.0,0.0,0.02,1.0,0.98,0.0,Probe
tcp,other,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,435,1,0.08,0.0,0.91,1.0,0.0,1.0,0.0,255,1,0.0,1.0,0.0,0.0,0.06,0.0,0.94,1.0,Probe
tcp,private,RSTR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,255,1,0.0,0.61,1.0,0.0,0.0,0.0,1.0,1.0,Probe
icmp,eco_i,SF,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,177,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,Probe
tcp,private,RSTOS0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,2,0.64,0.5,0.36,0.5,0.01,0.42,0.0,255,2,0.01,0.35,0.83,0.0,0.53,0.5,0.3,0.5,Probe
tcp,telnet,SF,0,0,0,0,299,112,847,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,48,0.19,0.02,0.0,0.0,0.22,0.31,0.0,0.0,R2L
icmp,eco_i,SF,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,51,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2,178,1.0,0.0,1.0,0.25,0.0,0.0,0.0,0.0,Probe
tcp,ftp_data,SF,0,1,0,0,4,832,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,15,1.0,0.0,1.0,0.27,0.0,0.0,0.0,0.0,R2L
icmp,eco_i,SF,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,45,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,99,1.0,0.0,1.0,0.51,0.0,0.0,0.0,0.0,Probe
udp,private,SF,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,73,46,0.0,0.0,0.0,0.0,0.63,0.05,0.0,255,110,0.43,0.06,1.0,0.0,0.0,0.0,0.0,0.0,Probe
icmp,eco_i,SF,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,51,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,29,1.0,0.0,1.0,0.52,0.0,0.0,0.0,0.0,Probe
icmp,eco_i,SF,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2,9,1.0,0.0,1.0,0.56,0.0,0.0,0.0,0.0,Probe
icmp,eco_i,SF,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,50,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2,132,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,Probe
icmp,eco_i,SF,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,6,1.0,0.0,1.0,0.33,0.0,0.0,0.0,0.0,Probe
tcp,other,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,1,0.11,0.0,0.89,1.0,0.0,1.0,0.0,255,1,0.0,1.0,0.0,0.0,0.03,0.0,0.97,1.0,Probe
tcp,other,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,1,0.01,0.0,0.99,1.0,0.0,1.0,0.0,255,1,0.0,1.0,0.0,0.0,0.01,0.0,0.99,1.0,Probe
icmp,eco_i,SF,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2,81,1.0,0.0,1.0,0.51,0.0,0.0,0.0,0.0,Probe
tcp,other,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,509,1,0.17,0.0,0.83,1.0,0.0,1.0,0.0,255,1,0.0,1.0,0.0,0.0,0.08,0.0,0.92,1.0,Probe
icmp,eco_i,SF,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,28,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4,76,1.0,0.0,1.0,0.25,0.0,0.0,0.0,0.0,Probe
icmp,eco_i,SF,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2,129,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,Probe
icmp,eco_i,SF,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,52,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2,78,1.0,0.0,1.0,0.26,0.0,0.0,0.0,0.0,Probe
tcp,imap4,SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,123,1.0,0.76,0.0,0.04,1.0,0.0,0.37,8,8,1.0,0.0,0.75,0.0,0.62,0.62,0.0,0.0,R2L
tcp,private,RSTR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,125,1,0.01,0.05,0.04,0.0,0.0,0.0,0.04,1.0,Probe
tcp,ftp_data,SF,0,1,0,0,4,832,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8,35,1.0,0.0,1.0,0.11,0.0,0.0,0.0,0.0,R2L
tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,13,2,0.08,1.0,0.08,1.0,0.0,0.0,0.77,1.0,Probe
icmp,eco_i,SF,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,21,1.0,0.0,1.0,0.52,0.0,0.0,0.0,0.0,Probe
icmp,eco_i,SF,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,34,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2,102,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,Probe
tcp,private,RSTR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,162,1,0.01,0.7,0.7,0.0,0.04,0.0,0.63,1.0,Probe
icmp,eco_i,SF,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,119,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,Probe
tcp,private,RSTR,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,255,1,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,Probe
tcp,other,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,382,1,0.09,0.0,0.9,1.0,0.0,1.0,0.0,255,1,0.0,1.0,0.0,0.0,0.11,0.0,0.89,1.0,Probe
tcp,private,RSTR,0,0,0,0,26768,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,1.0,1.0,1.0,0.0,0.0,255,2,0.01,0.74,1.0,0.0,0.0,0.0,1.0,1.0,Probe
icmp,eco_i,SF,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2,129,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,Probe
udp,private,SF,0,0,0,0,0,215,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,153,129,0.84,0.01,0.84,0.0,0.0,0.0,0.0,0.0,Probe
tcp,smtp,RSTOS0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,2,0.65,0.5,0.35,0.5,0.01,0.41,0.0,255,2,0.01,0.31,0.76,0.0,0.5,0.5,0.26,0.5,Probe
icmp,eco_i,SF,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,39,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2,44,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,Probe
icmp,eco_i,SF,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,153,1.0,0.0,1.0,0.25,0.0,0.0,0.0,0.0,Probe
icmp,eco_i,SF,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,47,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,93,1.0,0.0,1.0,0.51,0.0,0.0,0.0,0.0,Probe
tcp,name,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,1,0.69,1.0,0.31,0.0,0.01,0.39,0.0,255,1,0.0,0.25,0.64,0.0,0.44,1.0,0.2,0.0,Probe
icmp,eco_i,SF,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,47,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,85,1.0,0.0,1.0,0.51,0.0,0.0,0.0,0.0,Probe
tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,12,1,0.08,1.0,0.08,0.0,0.0,0.0,0.83,1.0,Probe
tcp,ftp,SF,0,1,0,1,1,1236,2450,0,0,28,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,86,0.34,0.02,0.0,0.0,0.0,0.0,0.0,0.0,R2L
icmp,eco_i,SF,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,52,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2,10,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,Probe
tcp,other,RSTR,0,0,0,0,14462,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,1.0,1.0,1.0,0.0,0.0,255,2,0.01,0.68,1.0,0.0,0.0,0.0,1.0,1.0,Probe
icmp,eco_i,SF,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,35,1.0,0.0,1.0,0.51,0.0,0.0,0.0,0.0,Probe
tcp,ftp,SF,0,1,0,1,2,1265,2451,0,0,28,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,58,0.23,0.02,0.0,0.0,0.0,0.0,0.0,0.0,R2L
tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246,1,0.1,0.0,0.89,1.0,0.0,1.0,0.0,255,1,0.0,1.0,0.0,0.0,0.1,0.0,0.87,1.0,Probe
icmp,eco_i,SF,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,42,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,17,1.0,0.0,1.0,0.53,0.0,0.0,0.0,0.0,Probe
tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.0,0.0,1.0,1.0,0.5,1.0,0.0,255,1,0.0,0.52,0.5,0.0,0.0,0.0,0.51,1.0,Probe
tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,1,0.11,0.0,0.89,1.0,0.02,1.0,0.0,255,1,0.0,0.53,0.0,0.0,0.03,0.0,0.24,1.0,Probe
tcp,other,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510,1,0.2,0.0,0.8,1.0,0.0,1.0,0.0,255,1,0.0,1.0,0.0,0.0,0.11,0.0,0.89,1.0,Probe
tcp,other,RSTR,0,0,0,0,9841,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,1.0,1.0,1.0,0.0,0.0,255,2,0.01,0.74,1.0,0.0,0.0,0.0,1.0,1.0,Probe
tcp,telnet,RSTO,0,0,0,0,0,126,179,0,0,1,1,0,0,0,0,0,0,0,0,2,2,0.0,0.0,1.0,1.0,1.0,0.0,0.0,14,14,1.0,0.0,0.07,0.0,0.07,0.07,0.93,0.93,R2L
tcp,private,RSTR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,255,1,0.0,0.28,0.27,0.0,0.0,0.0,0.27,1.0,Probe
